region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_municipal_medio_todos_1_4;performance_indicator_municipal_medio_todos_1_4;saeb_math_score_municipal_medio_todos_1_4;saeb_portuguese_score_municipal_medio_todos_1_4;saeb_standardized_average_score_municipal_medio_todos_1_4;ideb_municipal_medio_todos_1_4;ideb_projection_municipal_medio_todos_1_4;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4;approval_rate_federal_fundamental_iniciais_1_5;performance_indicator_federal_fundamental_iniciais_1_5;saeb_math_score_federal_fundamental_iniciais_1_5;saeb_portuguese_score_federal_fundamental_iniciais_1_5;saeb_standardized_average_score_federal_fundamental_iniciais_1_5;ideb_federal_fundamental_iniciais_1_5;ideb_projection_federal_fundamental_iniciais_1_5;approval_rate_federal_fundamental_finais_6_9;performance_indicator_federal_fundamental_finais_6_9;saeb_math_score_federal_fundamental_finais_6_9;saeb_portuguese_score_federal_fundamental_finais_6_9;saeb_standardized_average_score_federal_fundamental_finais_6_9;ideb_federal_fundamental_finais_6_9;ideb_projection_federal_fundamental_finais_6_9
4;Sul;42;SC;Santa Catarina;4200804;Anchieta;261385.394;43982.06;221545.064;37278.32;203805.111;37211.08;64150.255;34190.437;56863.803;34696.899;189901.393;13903.718;Pecuária, inclusive apoio à pecuária;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;5;True;92.7;0.922378;277.06;262.59;5.660833;5.2;;90.3;0.904106;239.3;232.84;4.535667;4.1;;;;;;;;;;;;;;;;98.3;0.985841;249.27;221.49;6.748205;6.7;;97.9;0.982449;249.27;221.49;6.748205;6.6;;;;;;;;;95.2;0.947418;291.45;273.92;6.0895;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4200903;Angelina;192261.927;35883.15;147479.271;27525.06;174561.296;37251.66;76673.388;17931.585;45588.243;28030.201;168223.417;6337.879;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;4;True;;;;;;;;;;;;;;;95.2;0.953158;271.87;268.87;4.532913;4.3;;95.2;0.953158;271.87;268.87;4.532913;4.3;;97.2;0.971798;260.88;249.81;7.484679;7.3;;;;;;;;;96.4;0.960761;260.88;249.81;7.484679;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4201000;Anita Garibaldi;251490.95;30354.97;214198.478;25853.77;231506.848;34130.45;85973.651;26831.54;64173.742;44288.757;221267.69;10239.158;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;6;True;91.1;0.91209;248.74;247.09;4.9305;4.5;;91.1;0.91209;248.74;247.09;4.9305;4.5;;90.5;0.907946;274.81;258.43;4.417918;4.0;;90.5;0.907946;274.81;258.43;4.417918;4.0;;99.6;0.996347;223.55;218.46;6.202274;6.2;;100.0;1.0;223.55;218.46;6.202274;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4201109;Anitápolis;117402.73;32675.41;94169.91;26209.27;84567.856;26238.86;30440.632;5422.546;23876.025;21331.606;81070.808;3497.048;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;4;True;88.2;0.874069;257.27;254.91;5.203;4.5;;88.2;0.874069;257.27;254.91;5.203;4.5;;;;;;;;;;;;;;;;100.0;1.0;238.17;236.4;6.807464;6.8;;100.0;1.0;238.17;236.4;6.807464;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4201208;Antônio Carlos;1163092.146;103625.46;818936.578;72962.99;796530.665;91429.14;244182.115;184384.574;230887.778;54865.076;714319.544;82211.121;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Indústrias de transformação;5;True;93.9;0.940262;287.71;279.58;6.1215;5.8;;93.9;0.940262;287.71;279.58;6.1215;5.8;;;;;;;;;;;;;;;;99.5;0.994788;246.02;237.13;6.970545;6.9;;99.7;0.996986;243.08;232.99;6.839166;6.8;;98.8;0.988384;252.26;245.91;7.249266;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4201257;Apiúna;510609.771;52044.62;483694.933;49301.29;442459.788;40403.6;19360.0;141490.881;143996.509;65417.111;370264.501;72195.287;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;7;True;91.9;0.919675;267.94;266.73;5.577833;5.1;;;;;;;;;79.5;0.798575;277.36;281.72;4.802385;3.8;;79.5;0.798575;277.36;281.72;4.802385;3.8;;98.2;0.981981;228.63;218.52;6.300312;6.2;;98.6;0.986291;229.3;217.67;6.297643;6.2;;92.7;0.925538;225.6;222.43;6.313578;5.8;;94.0;0.941711;273.49;271.5;5.749833;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4201273;Arabutã;400560.968;91494.05;346773.689;79208.24;284413.836;66638.67;89178.533;80033.966;61053.681;30938.749;261204.928;23208.908;Pecuária, inclusive apoio à pecuária;Indústrias de transformação;Demais serviços;6;True;98.6;0.986435;276.79;267.29;5.734667;5.7;;98.6;0.986435;276.79;267.29;5.734667;5.7;;94.7;0.953353;286.65;280.63;4.916545;4.7;;94.7;0.953353;286.65;280.63;4.916545;4.7;;98.3;0.982047;258.87;240.81;7.282684;7.2;;98.3;0.982047;258.87;240.81;7.282684;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4201307;Araquari;9900039.604;218625.97;7985861.509;176756.56;7487999.648;183125.45;101623.922;2605744.841;2001887.656;244247.013;4953503.432;2534496.217;Indústrias de transformação;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;91.4;0.912101;238.66;242.13;4.679833;4.3;;91.4;0.912101;238.66;242.13;4.679833;4.3;;83.4;0.837067;257.69;264.7;4.271331;3.6;;85.0;0.849983;279.26;281.96;4.832663;4.1;;98.3;0.982278;209.72;200.75;5.616343;5.5;;98.4;0.984047;209.72;200.75;5.616343;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4201406;Araranguá;3023099.859;42033.03;2693788.511;37454.3;2385270.069;34323.89;147412.04;374557.939;1319470.683;315505.981;2156946.643;228323.426;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;8;True;90.6;0.905846;261.06;265.26;5.438667;4.9;;91.0;0.909727;264.98;268.82;5.563333;5.1;;83.9;0.842933;266.73;273.04;4.523147;3.8;;83.5;0.838544;269.69;277.99;4.638822;3.9;;96.3;0.963369;222.65;214.77;6.118008;5.9;;95.9;0.961918;215.22;210.76;5.903305;5.7;;96.4;0.966395;225.63;216.38;6.204151;6.0;;89.2;0.895917;245.9;251.47;4.956167;4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4201505;Armazém;343668.227;38902.9;286197.963;32397.32;272105.707;30770.75;55432.033;53718.935;86766.289;48585.335;244502.591;27603.116;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;4;True;90.3;0.903303;257.22;273.34;5.509333;5.0;;89.6;0.896104;257.22;273.34;5.509333;4.9;;;;;;;;;;;;;;;;96.9;0.97164;235.48;230.07;6.641037;6.5;;;;;;;;;99.1;0.990879;235.48;230.07;6.641037;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4201604;Arroio Trinta;154297.375;43390.71;137049.129;38540.25;125952.959;35509.72;38017.844;14180.152;40812.518;24723.907;117734.421;8218.538;Demais serviços;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;4;True;92.4;0.921057;278.72;273.4;5.868667;5.4;;92.4;0.921057;278.72;273.4;5.868667;5.4;;;;;;;;;;;;;;;;98.6;0.986057;255.13;249.99;7.378219;7.3;;98.6;0.986057;255.13;249.99;7.378219;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4201653;Arvoredo;194587.973;77525.09;184169.327;73374.23;203871.883;91504.44;47415.312;89090.671;28723.894;18325.668;183555.545;20316.339;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Pecuária, inclusive apoio à pecuária;Indústrias de transformação;6;True;99.3;0.994924;251.27;247.72;4.983167;5.0;;99.3;0.994924;251.27;247.72;4.983167;5.0;;95.2;0.950981;276.48;270.14;4.616672;4.4;;95.2;0.950981;276.48;270.14;4.616672;4.4;;99.4;0.993852;223.9;207.01;6.000772;6.0;;99.4;0.993852;223.9;207.01;6.000772;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4201703;Ascurra;315202.085;37889.42;275531.432;33120.74;244991.08;30543.71;10123.221;53554.318;111423.773;43069.579;218170.891;26820.189;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;5;True;85.8;0.856994;246.01;244.49;4.841667;4.1;;85.8;0.856994;246.01;244.49;4.841667;4.1;;;;;;;;;;;;;;;;94.9;0.95238;225.9;217.18;6.223849;5.9;;93.3;0.940204;247.24;234.98;6.954737;6.5;;95.4;0.958069;222.17;214.07;6.09612;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4201802;Atalanta;146755.371;45477.34;140200.098;43445.96;125980.531;39628.98;40858.543;16357.429;40038.211;22866.869;120121.052;5859.478;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;4;True;97.5;0.974511;274.95;271.72;5.777833;5.6;;97.5;0.974511;274.95;271.72;5.777833;5.6;;;;;;;;;;;;;;;;99.6;0.995728;247.44;230.02;6.868372;6.8;;;;;;;;;98.7;0.988275;247.44;230.02;6.868372;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4201901;Aurora;468008.17;69027.75;408304.177;60221.86;406918.387;71552.38;104160.348;87276.775;128505.706;36177.048;356119.877;50798.51;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Indústrias de transformação;5;True;90.6;0.901326;256.63;252.33;5.149333;4.6;;88.5;0.865146;250.89;239.03;4.832;4.2;;;;;;;;;;;;;;;;98.3;0.985649;224.56;210.16;6.07064;6.0;;99.5;0.995521;227.85;222.16;6.351608;6.3;;97.4;0.979437;222.71;203.39;5.912244;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4201950;Balneário Arroio do Silva;302101.421;19096.17;251898.178;15922.77;221906.845;16101.21;22435.212;9396.824;107623.392;70840.884;210296.312;11610.533;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;5;True;88.7;0.887402;233.42;241.95;4.5895;4.1;;80.9;0.80338;238.4;244.24;4.710667;3.8;;;;;;;;;;;;;;;;95.8;0.959633;204.08;198.65;5.470527;5.2;;96.2;0.962945;199.05;194.61;5.30108;5.1;;;;;;;;;95.6;0.958799;228.08;239.49;4.4595;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4202008;Balneário Camboriú;9004372.567;64707.5;7981314.792;57355.57;7358668.959;49311.91;22555.156;802038.885;4538549.702;1169951.791;6533095.534;825573.425;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;8;True;92.7;0.926844;257.11;259.38;5.274833;4.9;;84.1;0.841115;243.63;244.97;4.81;4.0;;73.4;0.751325;260.54;265.79;4.327676;3.3;;73.4;0.751325;260.54;265.79;4.327676;3.3;;95.4;0.954172;224.96;217.29;6.20791;5.9;;95.4;0.954179;224.95;217.46;6.21081;5.9;;94.2;0.93272;225.16;213.36;6.140272;5.7;;93.2;0.931926;258.43;260.79;5.320333;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
