region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_municipal_medio_todos_1_4;performance_indicator_municipal_medio_todos_1_4;saeb_math_score_municipal_medio_todos_1_4;saeb_portuguese_score_municipal_medio_todos_1_4;saeb_standardized_average_score_municipal_medio_todos_1_4;ideb_municipal_medio_todos_1_4;ideb_projection_municipal_medio_todos_1_4;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4;approval_rate_federal_fundamental_iniciais_1_5;performance_indicator_federal_fundamental_iniciais_1_5;saeb_math_score_federal_fundamental_iniciais_1_5;saeb_portuguese_score_federal_fundamental_iniciais_1_5;saeb_standardized_average_score_federal_fundamental_iniciais_1_5;ideb_federal_fundamental_iniciais_1_5;ideb_projection_federal_fundamental_iniciais_1_5;approval_rate_federal_fundamental_finais_6_9;performance_indicator_federal_fundamental_finais_6_9;saeb_math_score_federal_fundamental_finais_6_9;saeb_portuguese_score_federal_fundamental_finais_6_9;saeb_standardized_average_score_federal_fundamental_finais_6_9;ideb_federal_fundamental_finais_6_9;ideb_projection_federal_fundamental_finais_6_9
4;Sul;43;RS;Rio Grande do Sul;4306601;Dom Pedrito;2288172.309;61874.27;2000957.742;54107.72;2210948.446;57844.92;1052204.255;132721.867;654686.139;230115.752;2069728.013;141220.433;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;8;True;85.6;0.874354;267.82;271.18;4.510612;3.9;;85.6;0.874354;267.82;271.18;4.510612;3.9;;83.6;0.838022;241.49;253.46;4.915833;4.1;;78.4;0.789399;233.92;238.76;4.544667;3.6;;91.4;0.912668;217.47;207.58;5.888425;5.4;;86.4;0.861198;206.8;196.38;5.481163;4.7;;97.1;0.970946;227.13;217.73;6.257322;6.1;;88.2;0.882327;246.96;264.1;5.184333;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4306700;Dona Francisca;112216.054;36445.62;90196.092;29293.96;106596.454;36036.66;35158.085;17506.085;25118.489;21545.656;99328.315;7268.139;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;80.9;0.835612;280.0;289.56;4.956829;4.1;;80.9;0.835612;280.0;289.56;4.956829;4.1;;88.7;0.876184;244.99;260.89;5.098;4.5;;;;;;;;;97.9;0.976429;227.04;209.65;6.108695;6.0;;97.4;0.961498;216.39;202.61;5.777451;5.6;;;;;;;;;88.7;0.876184;244.99;260.89;5.098;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4306734;Doutor Maurício Cardoso;228266.041;51066.23;236102.657;52819.39;260796.991;59542.69;146062.72;7345.865;64511.265;30486.096;248405.947;12391.044;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;95.2;0.94991;307.46;298.19;5.471695;5.2;;95.2;0.94991;307.46;298.19;5.471695;5.2;;98.3;0.982154;275.13;261.15;5.604667;5.5;;98.3;0.982154;275.13;261.15;5.604667;5.5;;98.6;0.986953;236.46;230.72;6.671557;6.6;;98.6;0.986953;236.46;230.72;6.671557;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4306759;Doutor Ricardo;89703.861;47512.64;75699.322;40094.98;78890.781;40107.16;27780.825;11112.422;18028.48;16040.611;72962.338;5928.443;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;4;True;88.6;0.886688;283.51;273.37;4.763762;4.2;;88.6;0.886688;283.51;273.37;4.763762;4.2;;98.5;0.986202;289.36;299.97;6.488833;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97.2;0.975584;289.36;299.97;6.488833;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4306767;Eldorado do Sul;2623491.095;66318.44;2442465.498;61742.35;2120268.87;49900.42;183079.222;264186.5;921465.306;277193.697;1645924.725;474344.145;Comércio e reparação de veículos automotores e motocicletas;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;8;True;84.0;0.848305;264.98;270.18;4.455754;3.8;;84.0;0.848305;264.98;270.18;4.455754;3.8;;89.8;0.900255;242.55;247.25;4.83;4.3;;89.5;0.898284;242.43;246.23;4.811;4.3;;96.6;0.966479;205.8;202.09;5.565897;5.4;;96.5;0.965228;204.56;201.17;5.525506;5.3;;99.3;0.99469;220.52;213.05;6.046086;6.0;;93.5;0.934562;243.77;257.3;5.017833;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4306809;Encantado;1411421.633;61467.71;1230651.48;53595.13;1168357.678;50694.57;51928.813;316052.08;486207.23;118209.893;972398.016;195959.662;Demais serviços;Indústrias de transformação;Comércio e reparação de veículos automotores e motocicletas;6;True;;;;;;;;;;;;;;;94.1;0.93994;274.58;276.28;5.847667;5.5;;95.8;0.955999;281.71;278.3;6.000167;5.7;;98.7;0.986955;243.43;231.09;6.8113;6.7;;99.4;0.993569;237.35;228.94;6.656178;6.6;;97.6;0.976443;251.88;234.07;7.026741;6.9;;92.6;0.924955;269.93;274.96;5.748167;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4306908;Encruzilhada do Sul;1189528.484;49940.32;1103750.562;46339.08;1080948.656;41512.68;568395.984;46320.735;250059.882;160617.267;1025393.867;55554.789;Agricultura, inclusive apoio à agricultura e a pós colheita;Produção florestal, pesca e aquicultura;Demais serviços;8;True;90.0;0.890608;266.03;274.94;4.541759;4.0;;90.0;0.890608;266.03;274.94;4.541759;4.0;;83.9;0.839782;251.37;255.84;5.120167;4.3;;73.8;0.734799;230.73;236.19;4.448667;3.3;;92.9;0.928218;232.16;221.25;6.417314;6.0;;89.5;0.89575;223.77;216.06;6.162836;5.5;;96.3;0.961289;237.61;224.61;6.582413;6.3;;92.9;0.929054;261.6;265.58;5.453;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4306924;Engenho Velho;50748.221;39157.58;54280.199;41882.87;73214.261;78556.07;38447.051;1811.816;14091.042;15825.572;70175.481;3038.779;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;2;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96.4;0.961882;218.26;219.16;6.114047;5.9;;96.4;0.961882;218.26;219.16;6.114047;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4306932;Entre-Ijuís;478944.287;52263.67;487687.32;53252.6;687578.061;82344.68;279913.7;26463.504;259974.634;56228.182;622580.021;64998.041;Agricultura, inclusive apoio à agricultura e a pós colheita;Comércio e reparação de veículos automotores e motocicletas;Demais serviços;6;True;88.8;0.879983;268.62;281.86;4.681728;4.1;;88.8;0.879983;268.62;281.86;4.681728;4.1;;85.8;0.85256;248.8;258.53;5.122167;4.4;;;;;;;;;94.0;0.941437;237.86;227.15;6.633366;6.2;;;;;;;;;94.9;0.949465;237.86;227.15;6.633366;6.3;;88.1;0.877702;248.8;258.53;5.122167;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4306957;Entre Rios do Sul;209711.318;78104.77;212452.598;79125.73;207517.071;76181.01;51456.831;91375.698;30195.556;23373.458;196401.543;11115.527;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;4;True;91.7;0.921857;292.52;293.8;5.196145;4.8;;91.7;0.921857;292.52;293.8;5.196145;4.8;;97.0;0.969501;264.34;261.74;5.434667;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;1.0;268.97;278.09;5.784333;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4306973;Erebango;152045.966;49785.84;202451.954;66290.75;180479.152;60604.15;84383.625;11793.164;45078.16;25560.393;166815.341;13663.811;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;7;True;80.4;0.811286;284.38;284.36;4.940502;4.0;;80.4;0.811286;284.38;284.36;4.940502;4.0;;77.6;0.765303;235.75;242.45;4.636667;3.5;;;;;;;;;91.8;0.909276;227.78;219.91;6.309363;5.7;;85.7;0.857173;214.21;202.59;5.735484;4.9;;96.0;0.956648;247.51;245.11;7.144071;6.8;;83.5;0.818794;235.75;242.45;4.636667;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4307005;Erechim;8497105.637;80385.09;7683906.541;72691.99;6882629.057;64103.17;154750.201;2043872.479;2980185.391;601022.905;5779830.975;1102798.082;Demais serviços;Indústrias de transformação;Comércio e reparação de veículos automotores e motocicletas;9;True;84.6;0.875877;286.38;288.7;5.033562;4.4;;85.2;0.882303;287.68;290.13;5.073227;4.5;;93.3;0.933228;268.96;274.08;5.717333;5.3;;93.6;0.938579;272.06;272.18;5.737333;5.4;;98.2;0.981851;239.63;230.09;6.720599;6.6;;98.1;0.978965;240.89;228.94;6.723736;6.6;;98.3;0.982823;239.03;230.64;6.719149;6.6;;93.2;0.931447;267.94;274.7;5.710667;5.3;;;;;;;;;95.2;0.967966;338.95;346.49;6.637024;6.4;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4307054;Ernestina;163434.285;53867.6;184105.502;60680.78;265549.33;83743.09;144265.27;24063.792;54904.752;28734.135;251967.948;13581.383;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;4;True;83.3;0.821709;270.89;274.64;4.605526;3.8;;83.3;0.821709;270.89;274.64;4.605526;3.8;;91.9;0.905766;253.57;260.41;5.233;4.7;;90.9;0.908849;262.08;267.65;5.4955;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4307104;Herval;199382.551;32205.23;198899.403;32127.19;253607.506;37256.87;148384.822;6998.822;45702.234;45769.134;246855.012;6752.495;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;4;True;70.5;0.760784;242.42;244.14;3.74908;2.9;;70.5;0.760784;242.42;244.14;3.74908;2.9;;80.5;0.79723;246.26;254.54;5.013333;4.0;;;;;;;;;89.0;0.885235;195.29;190.03;5.146052;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4307203;Erval Grande;161671.677;32793.44;151707.859;30772.39;150883.195;31565.52;56127.244;8639.365;39985.155;34394.046;139145.81;11737.385;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;7;True;86.5;0.85303;272.32;287.36;4.81603;4.1;;86.5;0.85303;272.32;287.36;4.81603;4.1;;96.9;0.962564;252.53;265.04;5.292833;5.1;;98.3;0.974599;245.65;256.6;5.0375;4.9;;98.9;0.987313;242.95;244.34;7.043049;7.0;;;;;;;;;96.5;0.966131;242.95;244.34;7.043049;6.8;;95.4;0.94949;256.2;269.55;5.429167;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4307302;Erval Seco;299811.189;44174.33;273787.354;40339.97;353968.247;52854.75;168828.017;18709.18;100330.078;43146.903;331014.179;22954.068;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;4;True;90.0;0.901641;261.86;268.55;4.387533;4.0;;90.0;0.901641;261.86;268.55;4.387533;4.0;;98.4;0.983891;264.04;255.36;5.323333;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97.5;0.974223;264.04;255.36;5.323333;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4307401;Esmeralda;363781.013;113859.47;298731.573;93499.71;392860.08;119374.07;251708.986;10500.759;83223.05;29502.91;374935.705;17924.376;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;76.5;0.750457;274.25;281.89;4.76125;3.6;;76.5;0.750457;274.25;281.89;4.76125;3.6;;91.3;0.913779;254.03;257.37;5.19;4.7;;92.3;0.922973;242.32;245.56;4.798;4.4;;96.5;0.959561;208.82;202.71;5.634804;5.4;;95.7;0.950212;208.82;202.71;5.634804;5.4;;;;;;;;;88.4;0.879336;279.4;282.95;6.039167;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4307450;Esperança do Sul;101345.983;31415.37;92397.756;28641.59;116731.453;41015.97;57991.286;7135.22;21233.991;24288.263;110648.76;6082.694;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;6;True;86.7;0.864171;268.59;269.56;4.497175;3.9;;86.7;0.864171;268.59;269.56;4.497175;3.9;;100.0;1.0;290.72;281.32;6.200667;6.2;;100.0;1.0;290.72;281.32;6.200667;6.2;;100.0;1.0;238.22;234.31;6.770418;6.8;;100.0;1.0;238.22;234.31;6.770418;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4307500;Espumoso;861537.803;56780.98;881528.817;58098.52;1113105.663;71380.38;441675.528;83366.481;388810.343;94964.181;1008816.532;104289.131;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;8;True;83.8;0.864344;275.48;275.99;4.690202;4.1;;83.8;0.864344;275.48;275.99;4.690202;4.1;;90.0;0.901092;272.41;267.0;5.656833;5.1;;96.3;0.962817;262.03;247.73;5.162667;5.0;;96.8;0.966098;236.44;230.98;6.675903;6.4;;96.1;0.958743;225.23;218.52;6.235426;6.0;;97.1;0.968949;238.37;233.12;6.751644;6.5;;86.8;0.86837;276.61;274.79;5.856667;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4307559;Estação;397872.381;71277.75;434148.219;77776.46;350708.237;59201.26;59749.798;61395.553;135646.406;41751.369;298543.126;52165.111;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Indústrias de transformação;6;True;89.8;0.896383;289.11;287.28;5.050647;4.5;;89.8;0.896383;289.11;287.28;5.050647;4.5;;93.2;0.930928;270.8;262.53;5.5555;5.2;;;;;;;;;98.7;0.987133;251.19;235.82;7.045391;7.0;;98.7;0.987133;251.19;235.82;7.045391;7.0;;;;;;;;;93.2;0.930928;270.8;262.53;5.5555;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4307609;Estância Velha;2309196.099;48184.54;1991876.841;41573.65;1875498.487;36565.13;6183.076;566385.688;760897.497;304436.802;1637903.063;237595.424;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;7;True;85.7;0.857541;276.19;288.16;4.88236;4.2;;85.7;0.857541;276.19;288.16;4.88236;4.2;;94.8;0.949144;267.85;272.52;5.672833;5.4;;94.9;0.949161;269.81;274.64;5.740833;5.4;;97.7;0.976454;234.57;227.28;6.572943;6.4;;97.8;0.977698;235.16;227.57;6.589475;6.4;;;;;;;;;94.5;0.941851;250.79;254.02;5.080167;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4307708;Esteio;3998587.375;52518.32;4301274.541;56493.88;3749900.46;44988.73;3288.084;858326.422;1719600.72;567831.368;3149046.594;600853.865;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Indústrias de transformação;8;True;80.8;0.829839;267.87;281.71;4.668949;3.9;;80.8;0.829839;267.87;281.71;4.668949;3.9;;94.9;0.948958;259.37;266.28;5.4275;5.2;;95.4;0.954351;260.64;268.52;5.486;5.2;;97.9;0.97916;223.65;216.37;6.166183;6.0;;98.1;0.981007;224.62;217.47;6.204694;6.1;;95.3;0.959561;216.47;208.17;5.880069;5.6;;92.4;0.925203;254.18;257.08;5.187667;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4307807;Estrela;2376913.365;73856.18;2197231.744;68273.06;2171447.255;62633.69;140487.649;783046.081;779327.069;201241.811;1904102.611;267344.644;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;8;True;88.7;0.916868;296.59;293.68;5.251511;4.8;;88.7;0.916868;296.59;293.68;5.251511;4.8;;92.6;0.925444;256.74;262.17;5.315167;4.9;;93.2;0.933714;269.14;267.59;5.612167;5.2;;97.5;0.975144;230.6;217.5;6.319362;6.2;;97.4;0.974076;231.37;217.27;6.329874;6.2;;97.8;0.979107;228.68;218.1;6.293629;6.2;;91.4;0.914397;244.44;256.78;5.020333;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4307815;Estrela Velha;145288.697;47325.31;135369.492;44094.3;197415.205;54145.7;111418.855;4819.635;41884.036;29326.108;187448.634;9966.571;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;4;True;;;;;;;;;;;;;;;93.0;0.927293;240.49;265.82;5.105167;4.7;;92.0;0.924659;240.49;265.82;5.105167;4.7;;96.6;0.96137;238.2;224.94;6.599672;6.3;;96.0;0.952762;238.2;224.94;6.599672;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4307831;Eugênio de Castro;224861.798;85401.37;244029.467;92681.15;405443.863;175516.82;262515.136;24038.483;76348.709;23052.394;385954.723;19489.14;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;4;True;;;;;;;;;;;;;;;81.0;0.797797;240.43;253.87;4.905;3.9;;;;;;;;;92.6;0.926092;238.19;236.86;6.816209;6.3;;;;;;;;;87.8;0.862541;238.19;236.86;6.816209;5.9;;80.0;0.756585;240.43;253.87;4.905;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4307864;Fagundes Varela;189848.106;73986.01;176738.967;68877.23;197919.259;71970.64;62112.53;68805.568;30453.741;20474.461;181846.301;16072.958;Indústrias de transformação;Pecuária, inclusive apoio à pecuária;Demais serviços;4;True;;;;;;;;;;;;;;;98.0;0.979044;298.23;286.15;6.406333;6.3;;;;;;;;;96.2;0.961571;261.22;246.4;7.429167;7.1;;96.2;0.961571;261.22;246.4;7.429167;7.1;;;;;;;;;98.0;0.979044;298.23;286.15;6.406333;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4307906;Farroupilha;4960620.721;70577.65;4580129.131;65538.09;4398457.494;59633.63;197883.665;1454549.78;1555709.184;383353.198;3591495.827;806961.667;Indústrias de transformação;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;8;True;82.5;0.828929;288.11;291.71;5.102919;4.2;;84.1;0.867194;301.2;300.5;5.418354;4.7;;98.2;0.981741;283.89;279.16;6.050833;5.9;;99.7;0.997497;285.34;281.01;6.105833;6.1;;99.5;0.994787;260.56;245.68;7.403481;7.4;;99.8;0.997796;264.45;248.27;7.524808;7.5;;98.3;0.982637;247.83;237.18;7.005997;6.9;;93.6;0.935119;280.03;274.24;5.9045;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4308003;Faxinal do Soturno;298533.378;44543.92;252774.822;37716.33;270105.956;40611.33;39560.124;31044.724;130307.656;40444.354;241356.858;28749.098;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;7;True;90.2;0.902931;302.96;291.17;5.303403;4.8;;90.2;0.902931;302.96;291.17;5.303403;4.8;;92.7;0.926069;259.14;247.01;5.1025;4.7;;;;;;;;;98.5;0.985261;242.97;226.9;6.726339;6.6;;100.0;1.0;208.23;214.22;5.832817;5.8;;96.9;0.968366;277.71;239.57;7.61968;7.4;;92.7;0.926069;259.14;247.01;5.1025;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4308052;Faxinalzinho;113640.03;45095.25;79769.22;31654.45;103166.464;45729.82;59134.017;4169.477;17919.83;18333.894;99557.218;3609.246;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;4;True;92.5;0.90745;280.46;269.57;4.664038;4.2;;92.5;0.90745;280.46;269.57;4.664038;4.2;;;;;;;;;;;;;;;;95.6;0.954666;231.7;212.13;6.242718;6.0;;100.0;1.0;231.7;212.13;6.242718;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4308078;Fazenda Vilanova;145765.54;33970.06;126583.352;29499.73;140823.742;30090.54;40274.016;14591.691;41376.843;33091.448;129333.998;11489.744;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;87.6;0.88301;239.54;240.45;3.653391;3.2;;87.6;0.88301;239.54;240.45;3.653391;3.2;;95.0;0.947355;251.6;266.51;5.301833;5.0;;95.0;0.947355;251.6;266.51;5.301833;5.0;;97.3;0.975878;246.86;233.55;6.921485;6.8;;97.3;0.975878;246.86;233.55;6.921485;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4308102;Feliz;676580.784;49155.83;589303.435;42814.84;589354.788;42930.86;22681.78;142280.415;269349.261;79080.719;513392.175;75962.613;Demais serviços;Indústrias de transformação;Comércio e reparação de veículos automotores e motocicletas;7;True;91.5;0.932748;272.58;269.29;4.549172;4.2;;;;;;;;;95.2;0.951385;282.98;286.94;6.165333;5.9;;97.0;0.973508;294.66;293.31;6.466167;6.3;;99.6;0.995386;238.87;229.15;6.689004;6.7;;99.5;0.991876;232.06;224.36;6.471951;6.4;;99.7;0.996347;243.69;232.54;6.842625;6.8;;94.2;0.940446;275.12;282.66;5.963;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4308201;Flores da Cunha;3336287.608;107998.43;2843723.297;92053.71;2538141.763;80956.3;132842.135;1041599.322;671373.955;184102.364;2029917.776;508223.987;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;8;True;85.9;0.864528;288.35;291.52;5.103446;4.4;;85.9;0.864528;288.35;291.52;5.103446;4.4;;91.8;0.917377;280.1;279.92;6.000333;5.5;;91.2;0.910707;284.73;284.62;6.155833;5.6;;97.6;0.976336;245.9;235.93;6.946437;6.8;;97.6;0.97601;245.15;235.88;6.931215;6.8;;97.6;0.97689;247.71;236.04;6.982979;6.8;;92.9;0.929488;272.94;272.64;5.759667;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
